meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.1903245629,0.0516957238,0.1914104193,0.1568996188,0.2205844981,0.0636848793,1.461858806,5.3603189275,0.9180012454,0.3623442759,0,0.1903245629,0.1520125447,0.0211360634,0.2461538462,0.8845486111,0.0078125,6.71875,6.7109375,0.2117345751,male
0.1871394535,0.0564994065,0.1761093847,0.1430453698,0.2476320696,0.1045866998,1.4111533142,4.149301675,0.9022469868,0.2985994771,0.1661901802,0.1871394535,0.1381976013,0.0166840459,0.231884058,0.8013392857,0.125,6.640625,6.515625,0.1270060874,male
0.1843548693,0.0554939411,0.1834306569,0.1509002433,0.226350365,0.0754501217,1.5880138585,8.9900482026,0.9328347865,0.4277552544,0,0.1843548693,0.1337174498,0.0185185185,0.2666666667,1.795625,0.0078125,7,6.9921875,0.3161039592,male
0.200041812,0.0558151308,0.2107921382,0.1665991662,0.2434782609,0.0768790947,2.9267807049,15.2537868036,0.9146340118,0.4129194664,0.24064324,0.200041812,0.159106931,0.0201005025,0.2666666667,0.62265625,0.15625,6.390625,6.234375,0.119743804,male
0.1756818678,0.0555240942,0.1731510255,0.1482660037,0.2150901181,0.0668241144,1.7598529436,6.4713639671,0.9340606695,0.5125622482,0,0.1756818678,0.1493867042,0.0199004975,0.253968254,0.807112069,0.0078125,6.5625,6.5546875,0.1904903797,male
0.1848508968,0.062446727,0.1898094028,0.1337738247,0.2385514612,0.1047776366,1.6610608456,10.8941078624,0.9343233736,0.4678264779,0,0.1848508968,0.1393782576,0.0250783699,0.275862069,1.7525,0.078125,6.7265625,6.6484375,0.3497675369,male
0.1826301353,0.0489745492,0.1766180049,0.1526034063,0.2094890511,0.0568856448,1.6285788658,5.586837138,0.9072149735,0.3028143136,0.1854744526,0.1826301353,0.1473509767,0.0199004975,0.262295082,1.0368652344,0.140625,6.8203125,6.6796875,0.2058479532,male
0.1964632623,0.0576063825,0.2044070648,0.1561312027,0.2484440706,0.092312868,1.1970406159,4.1099936792,0.922524307,0.3945612922,0,0.1964632623,0.1680378756,0.0181405896,0.275862069,1.0951286765,0.1484375,6.59375,6.4453125,0.2590151515,male
0.1913109154,0.0571228136,0.2087747958,0.1396732789,0.2352392065,0.0955659277,6.9950454818,112.6479883861,0.9076221468,0.3190690577,0.0900116686,0.1913109154,0.0805950836,0.0157170923,0.2253521127,0.1605718085,0.09375,0.4296875,0.3359375,0.1420626896,male
0.1960060205,0.0539300618,0.2033838973,0.1540490082,0.2393232205,0.0852742124,4.0382634669,50.5914623889,0.927145397,0.2962771196,0.0900116686,0.1960060205,0.0810174946,0.0158102767,0.1951219512,0.1472739362,0.09375,0.375,0.28125,0.1763285024,male
0.1914616823,0.0518621797,0.2024951267,0.1531903834,0.2286939571,0.0755035737,4.1965095483,45.8641606224,0.912414048,0.2848722226,0.0900584795,0.1914616823,0.0658274488,0.0162436548,0.2105263158,0.1677827381,0.09375,0.65625,0.5625,0.1056910569,male
0.1937693472,0.0583348771,0.2061978273,0.1493653516,0.2428587764,0.0934934248,5.2512390642,74.4264928624,0.9299162863,0.3818533232,0.0899714122,0.1937693472,0.0783628523,0.0157325467,0.253968254,0.1617838542,0.09375,0.65625,0.5625,0.1332742317,male
0.1949209248,0.0562848043,0.2084304933,0.148161435,0.2423318386,0.0941704036,6.9836674875,116.9593093288,0.9240994662,0.314006474,0.0900896861,0.1949209248,0.0634751795,0.0156709109,0.2191780822,0.1479591837,0.09375,0.3671875,0.2734375,0.0988095238,male
0.1938081888,0.0549691047,0.2022328114,0.1524846835,0.2411164057,0.0886317223,4.0579085749,44.4470392584,0.9147997052,0.2998627022,0.0899659632,0.1938081888,0.0831278933,0.0162601626,0.25,0.2301829268,0.0078125,1.984375,1.9765625,0.1169960474,male
0.1935889974,0.0523506508,0.2015359477,0.1637908497,0.235620915,0.0718300654,5.4177127629,66.0911654026,0.909692503,0.2952223082,0.090130719,0.1935889974,0.0815047321,0.0161453078,0.262295082,0.2568933824,0.0078125,3.2421875,3.234375,0.0817596252,male
0.1982953559,0.0545543032,0.214516129,0.1558064516,0.2368914956,0.081085044,3.8449593861,33.6801134379,0.9037553521,0.2716010741,0.0901173021,0.1982953559,0.1120227484,0.017679558,0.275862069,0.2770182292,0.0078125,2.0703125,2.0625,0.0929924242,male
0.1987780459,0.0567545099,0.2106158358,0.1597067449,0.2416129032,0.0819061584,6.2303347672,85.9967916196,0.9059790774,0.3079648768,0.0901173021,0.1987780459,0.0721357332,0.0178970917,0.1509433962,0.1455592105,0.09375,0.421875,0.328125,0.1267696268,male
0.2063122354,0.0546417923,0.2185158151,0.1629927007,0.2575182482,0.0945255474,3.9577254994,34.3191654013,0.9112151793,0.2576294355,0.0900973236,0.2063122354,0.0730513263,0.0157946693,0.1975308642,0.1592013889,0.09375,0.3828125,0.2890625,0.2444717445,male
0.1177777029,0.0795275666,0.1111764706,0.0467352941,0.1968235294,0.1500882353,23.5380614442,671.834241093,0.9019135704,0.5628342336,0,0.1177777029,0.0911465863,0.0156402737,0.275862069,0.0078125,0.0078125,0.0078125,0,0,male
0.1057820275,0.0812468622,0.1027892433,0.0227642276,0.1882426517,0.165478424,27.9529006755,903.7890859526,0.8932997518,0.5535526207,0,0.1057820275,0.0879181734,0.0161290323,0.2666666667,0.0078125,0.0078125,0.0078125,0,0,male
0.1070093638,0.0813125481,0.1027875095,0.0251637471,0.1889413557,0.1637776085,24.705118496,714.6968948971,0.8913478121,0.57677811,0,0.1070093638,0.0759068561,0.016,0.2222222222,0.0078125,0.0078125,0.0078125,0,0,male
0.1190063032,0.0830825145,0.1062138728,0.0455202312,0.2000867052,0.154566474,26.8796750662,812.2040859025,0.8839257365,0.6041489415,0,0.1190063032,0.0929609476,0.0163599182,0.1758241758,0.0078125,0.0078125,0.0078125,0,0,male
0.0825255879,0.080917867,0.0612449098,0.0083071553,0.1296567772,0.1213496219,15.8910015965,402.932610189,0.906001229,0.5616837148,0,0.0825255879,0.087384208,0.0158102767,0.2711864407,0.0079787234,0.0078125,0.015625,0.0078125,0.0434782609,male
0.1306736384,0.0828815442,0.1169641773,0.0822829387,0.2048573163,0.1225743777,27.7051186028,896.6503469797,0.9004028878,0.5844636221,0,0.1306736384,0.0903804423,0.0166147456,0.2388059701,0.0078125,0.0078125,0.0078125,0,0,male
0.2113995724,0.0343615727,0.2095689247,0.1863571767,0.2359639981,0.0496068214,1.8783473089,6.5981547263,0.8817632794,0.1625463906,0.2028043581,0.2113995724,0.15199433,0.0436633663,0.2791139241,1.7492560892,0.0215332031,8.3333496094,8.3118164063,0.1178338626,female
0.2230773591,0.03726989,0.2306796117,0.2015533981,0.2539805825,0.0524271845,1.6157083312,4.9691575222,0.8865705668,0.1584422075,0.2072491909,0.2230773591,0.1442162754,0.0435770751,0.275625,1.1335989145,0.0215332031,8.3979492188,8.3764160156,0.1155526992,female
0.2079588552,0.0390147384,0.2039474876,0.179230421,0.2363965595,0.0571661385,1.6368487885,5.8528571096,0.8936801439,0.1668827622,0.2031869624,0.2079588552,0.1462326071,0.0440559441,0.2791139241,1.7324946963,0.0215332031,8.785546875,8.7640136719,0.1320362131,female
0.2170272625,0.03999951,0.2154023937,0.1846636401,0.2508790755,0.0662154354,1.1506237328,3.3550100322,0.8960058559,0.1759546497,0.2053487412,0.2170272625,0.1452483754,0.0433202358,0.2791139241,1.3407753733,0.0215332031,8.8716796875,8.8501464844,0.1233229058,female
0.2025752445,0.0348120632,0.2029023256,0.1795906977,0.2165767442,0.0369860465,3.3959121675,18.0997246454,0.8696338314,0.1744930004,0.2040744186,0.2025752445,0.152124648,0.043620178,0.2773584906,2.1904052734,0.1076660156,20.4565429688,20.3488769531,0.0784832451,female
0.2098224896,0.038042578,0.2098911353,0.1789735614,0.2384862623,0.0595127009,1.6878556559,5.9212109434,0.890656339,0.179265018,0.2380508035,0.2098224896,0.149381785,0.0431506849,0.2791139241,1.4117706299,0.0215332031,7.9457519531,7.92421875,0.1188639551,female
0.2122875158,0.0361830301,0.2098056327,0.1933677112,0.2366838556,0.0433161444,2.3462757606,10.4281559531,0.8897357735,0.1955983929,0.2039190797,0.2122875158,0.1436223505,0.0431929481,0.2791139241,1.351664708,0.0215332031,8.2902832031,8.26875,0.1233258929,female
0.1905123477,0.0747279232,0.2154627949,0.1896733212,0.2409981851,0.0513248639,1.8347823938,6.1915662485,0.9138255309,0.4323037945,0.2408711434,0.1905123477,0.162481995,0.015920398,0.275862069,0.4889856557,0.03125,5.875,5.84375,0.1135695187,female
0.2069275441,0.0701702285,0.2336039768,0.2082021541,0.2484507042,0.0402485501,2.6859477947,11.9631873577,0.8978180842,0.4024876563,0.2454349627,0.2069275441,0.1627259477,0.0157480315,0.275862069,0.7601445896,0.015625,6.7734375,6.7578125,0.163408653,female
0.1822378478,0.0761383286,0.2066183575,0.1387600644,0.2329951691,0.0942351047,2.6966523652,12.9576935971,0.9129816366,0.4485596738,0.0438486312,0.1822378478,0.1396183948,0.0156862745,0.275862069,0.8451086957,0.03125,6.9453125,6.9140625,0.1287969425,female
0.180979303,0.0799502618,0.2170627803,0.1120627803,0.2396636771,0.1276008969,2.8318871576,15.2239844306,0.920161795,0.5092522088,0.0590134529,0.180979303,0.1554156822,0.0157946693,0.275862069,0.3549107143,0.03125,6.7109375,6.6796875,0.0736598441,female
0.2123261796,0.0712193995,0.2397477932,0.2026733922,0.2579907524,0.0553173602,2.1762947042,7.9135874393,0.9019456353,0.3954332304,0.243160992,0.2123261796,0.1871450382,0.0171858217,0.275862069,0.6851325758,0.03125,6,5.96875,0.1746073298,female
0.1933887499,0.0718631955,0.2142024014,0.1938707833,0.2399771298,0.0461063465,2.6320410798,11.2042742723,0.9061367636,0.4639898549,0.2058776444,0.1933887499,0.1541212088,0.0158259149,0.2666666667,0.5955784574,0.0078125,6.828125,6.8203125,0.1412420937,female
0.1998629536,0.0757902169,0.2254800431,0.2037324703,0.2469255663,0.043193096,2.9908815929,14.7432835302,0.8940422025,0.4006164019,0.2221574973,0.1998629536,0.1653240219,0.0162601626,0.275862069,0.7205882353,0.0078125,6.859375,6.8515625,0.1624173318,female
0.2075608746,0.0708301117,0.2235997401,0.2099545159,0.2590773229,0.049122807,3.1392429092,13.8719464357,0.8847301057,0.4075182733,0.2770890188,0.2075608746,0.1529665233,0.0186915888,0.275862069,0.7001488095,0.03125,6.5703125,6.5390625,0.1632427077,female
0.2008198587,0.0719078923,0.2216878403,0.1995825771,0.2502722323,0.0506896552,2.0193441152,7.0095469111,0.9157961079,0.4826900546,0.0265517241,0.2008198587,0.2002983854,0.0223152022,0.275862069,1.01953125,0.0078125,6.1953125,6.1875,0.2007318079,female
0.2062071486,0.070150758,0.2252659574,0.2068351064,0.2479787234,0.041143617,2.5478657954,10.5266313258,0.8910294243,0.3885604455,0.2131648936,0.2062071486,0.1903226781,0.0177777778,0.275862069,1.11328125,0.0078125,6.71875,6.7109375,0.251959643,female
0.1297739713,0.078814989,0.1296186441,0.0581355932,0.1969491525,0.1388135593,2.0280902454,9.3110663123,0.958561295,0.7282770543,0.1913135593,0.1297739713,0.1806377912,0.0507936508,0.2711864407,0.661328125,0.0078125,5.84375,5.8359375,0.1827661523,female
0.1218370642,0.0794483642,0.1210599721,0.0417852162,0.189595537,0.1478103208,1.856365637,8.1121563391,0.9678195917,0.7723984507,0.0119107392,0.1218370642,0.1918457916,0.0714285714,0.2666666667,0.5778645833,0.0078125,4.625,4.6171875,0.1891592275,female
0.1201831227,0.0787162304,0.1161978362,0.0432766615,0.1938794436,0.1506027821,1.2189094274,4.4382780478,0.9644630704,0.7346083401,0.0138485317,0.1201831227,0.1787053203,0.0163432074,0.262295082,0.3342633929,0.0234375,0.875,0.8515625,0.3560992185,female
0.1320174624,0.084652306,0.1308122157,0.0480311891,0.2101364522,0.1621052632,1.3133402439,4.9925240694,0.9724508154,0.7870360382,0.02820013,0.1320174624,0.1786844675,0.015984016,0.275862069,0.7513020833,0.0078125,6.1953125,6.1875,0.1826454197,female
0.1346255517,0.0844029089,0.1545307644,0.0455935364,0.2091733996,0.1635798633,1.1404973184,3.9200258545,0.9676635744,0.7532375295,0.1985581106,0.1346255517,0.1815359786,0.0208604954,0.2711864407,0.4236391129,0.0078125,4.1640625,4.15625,0.1021303258,female
0.1144766735,0.081972759,0.090199005,0.0410945274,0.1999004975,0.1588059701,1.103680464,3.759184297,0.9541301104,0.6893465133,0.0097512438,0.1144766735,0.189393946,0.0163432074,0.2711864407,0.5668402778,0.0078125,4.2734375,4.265625,0.1832579186,female
0.1127692414,0.074423541,0.094248366,0.0491830065,0.1832352941,0.1340522876,0.9459529577,3.2909042011,0.9657185479,0.7424644896,0.1990196078,0.1127692414,0.169835634,0.0179171333,0.262295082,0.8776041667,0.0078125,4.9375,4.9296875,0.1717081238,female
0.126438849,0.0794119012,0.1273247107,0.0468890402,0.1989925119,0.1521034717,1.4521734124,5.5821060603,0.9719460296,0.7901751078,0.2144315861,0.126438849,0.1796126979,0.0295748614,0.2666666667,0.6141098485,0.0078125,4.9140625,4.90625,0.0900452024,female
0.1173495031,0.0900349706,0.1094781987,0.0240171551,0.2039456755,0.1799285204,2.6106226443,12.4428983768,0.9536237214,0.7014339298,0.0046032881,0.1173495031,0.1780402105,0.0165118679,0.2711864407,0.1887207031,0.0078125,0.75,0.7421875,0.2777589134,female
0.1047930803,0.0852006379,0.0778856153,0.0283882149,0.1861005199,0.157712305,2.4191265791,11.2819681735,0.956976934,0.7184621998,0.008492201,0.1047930803,0.1835653929,0.0164439877,0.275862069,0.2979525862,0.0078125,0.859375,0.8515625,0.370904325,female
0.127633058,0.0849311815,0.1588918677,0.0345308311,0.2014298481,0.166899017,1.5911737191,5.3476448868,0.9497572528,0.6712469086,0.1821626452,0.127633058,0.1783634587,0.0581818182,0.2711864407,0.6340144231,0.015625,5.03125,5.015625,0.1212461059,female
0.0912499797,0.0869564842,0.0481913652,0.0151925321,0.1790431739,0.1638506418,3.089786569,12.8575583606,0.9307150103,0.622815538,0.0119253209,0.0912499797,0.1708931,0.0161779575,0.275862069,0.7673141892,0.0078125,5.2890625,5.28125,0.1879120879,female
0.0824037606,0.0851363155,0.0351137102,0.016920078,0.1528265107,0.1359064327,2.5709443243,9.1792643941,0.9216485654,0.5760892316,0.0145549058,0.0824037606,0.183387146,0.0340425532,0.275862069,0.3289620536,0.0078125,0.75,0.7421875,0.4450526316,female
0.1246947555,0.0809891649,0.1318824464,0.0420333598,0.1972676728,0.1552343129,1.9707558956,8.0005040785,0.9585312615,0.7216824829,0.1977124702,0.1246947555,0.1825130002,0.0689655172,0.2388059701,0.2935267857,0.0078125,0.8515625,0.84375,0.396090535,female
0.131565985,0.0843538989,0.1318886381,0.0530925508,0.1961474793,0.1430549285,2.243370074,11.5447399844,0.968324296,0.7841075923,0.1955154251,0.131565985,0.1911633067,0.029143898,0.275862069,0.2147253788,0.0078125,0.796875,0.7890625,0.3516448419,female
0.1088884548,0.0920214881,0.0700625559,0.0225201072,0.2011796247,0.1786595174,2.2354353713,8.5286806243,0.9476210255,0.6797947401,0.0112600536,0.1088884548,0.1604731913,0.0195121951,0.275862069,0.4977213542,0.0078125,2.9453125,2.9375,0.236239593,female
0.0904448087,0.0790450524,0.0593584379,0.0208926081,0.1677266388,0.1468340307,2.1871611987,8.2211635301,0.9424040726,0.6289920431,0.0119107392,0.0904448087,0.182431307,0.0266222962,0.2580645161,0.7354525862,0.0078125,5.53125,5.5234375,0.1704889877,female
0.1375073304,0.0915208553,0.1612984496,0.0435465116,0.2212596899,0.1777131783,1.1196079559,4.1852074371,0.9677058855,0.7390079166,0.0086821705,0.1375073304,0.1900930268,0.0191158901,0.275862069,0.3543669872,0.0078125,3.1171875,3.109375,0.0960685782,female
0.1131477296,0.0903349057,0.0843351064,0.0266223404,0.1988297872,0.1722074468,2.2582729285,9.5793371331,0.9574330743,0.7176826061,0.0184308511,0.1131477296,0.1874438367,0.0234948605,0.262295082,0.6224888393,0.0078125,4.8984375,4.890625,0.1287171295,female
0.1497309256,0.0828520465,0.1809322034,0.0602118644,0.2197881356,0.1595762712,1.240036617,4.0193854291,0.9497866095,0.65293641,0,0.1497309256,0.1839741379,0.0519480519,0.253968254,1.3612132353,0.203125,6.03125,5.828125,0.3657004021,female
0.1896139744,0.0359326059,0.194115545,0.1684335914,0.2052888624,0.036855271,2.7244146897,10.9868640231,0.8712153051,0.2366835387,0.1956164384,0.1896139744,0.1630585583,0.0296846011,0.2580645161,1.3701923077,0.1640625,7,6.8359375,0.2359480519,female
0.2000969683,0.0455331636,0.2037964551,0.1765809034,0.2321326472,0.0555517439,1.1601966574,3.7338154589,0.9196072819,0.35714422,0.1769010863,0.2000969683,0.168530739,0.0632411067,0.262295082,0.71875,0.1484375,7,6.8515625,0.0922082858,female
0.1785725028,0.0466786752,0.1643882979,0.1493085106,0.2046010638,0.0552925532,3.0666684395,15.6840883015,0.8914476311,0.321169337,0.1530319149,0.1785725028,0.1553801934,0.025477707,0.253968254,0.6379206731,0.1484375,6.1484375,6,0.1012912326,female
0.2018058718,0.0360570918,0.2016223404,0.1781648936,0.2278723404,0.0497074468,1.5853530247,4.9456342439,0.884731404,0.2279026951,0.1761170213,0.2018058718,0.1917037139,0.0327198364,0.275862069,0.59375,0.0078125,5.921875,5.9140625,0.1243829521,female
0.2036266945,0.0415285988,0.2041041348,0.1756610516,0.239122001,0.0634609495,1.4629715849,4.7903702052,0.9034581053,0.2469533492,0.208820827,0.2036266945,0.146782923,0.0205655527,0.262295082,0.8755580357,0.171875,6.8984375,6.7265625,0.145533505,female
0.1836672603,0.0406070122,0.1825336323,0.1564798206,0.2076457399,0.0511659193,2.0541378266,7.4830187445,0.8981384509,0.3139245438,0.1770403587,0.1836672603,0.1492370411,0.0186480186,0.262295082,0.5503125,0.0078125,3.421875,3.4140625,0.1665032146,female
0.1687943682,0.0858424333,0.1889799809,0.095557674,0.2402287893,0.1446711153,1.4622479428,5.077955726,0.9562011633,0.7068613963,0.184442326,0.1687943682,0.1828633505,0.020698577,0.2711864407,0.98828125,0.0078125,5.8828125,5.875,0.2686170213,female
0.1517709617,0.0891468392,0.1859701493,0.058159204,0.230199005,0.172039801,1.2277103902,4.3043544938,0.9620450396,0.7445903629,0.2305472637,0.1517709617,0.2015997283,0.0234260615,0.2666666667,0.7667410714,0.0078125,4.0078125,4,0.1922200521,female
0.1706559144,0.0812370506,0.1842771084,0.1130120482,0.2390963855,0.1260843373,1.3782560474,5.4316627256,0.9507500682,0.6585577948,0.1615060241,0.1706559144,0.1984745444,0.16,0.253968254,0.4140625,0.0078125,0.734375,0.7265625,0.3369175627,female
0.1460233626,0.0925246278,0.1834337349,0.041746988,0.2243373494,0.1825903614,1.3849809177,5.1189268306,0.9489994449,0.659824811,0.2154819277,0.1460233626,0.1956396774,0.0395061728,0.275862069,0.5338541667,0.0078125,2.9921875,2.984375,0.2589243218,female
0.1318837344,0.0847340652,0.1537073707,0.0492849285,0.2011441144,0.1518591859,1.762128559,6.6303830153,0.9629341815,0.7631818712,0.2008360836,0.1318837344,0.1827895906,0.0837696335,0.262295082,0.8328993056,0.0078125,4.2109375,4.203125,0.161928712,female
0.1162209221,0.0892211425,0.0767580453,0.0427175209,0.2049106079,0.162193087,0.6937302658,2.5039544691,0.960715642,0.7095696902,0.0136829559,0.1162209221,0.1889796659,0.0344086022,0.275862069,0.9098557692,0.0390625,3.6796875,3.640625,0.2778969957,female
0.1420562557,0.0957984263,0.1837312366,0.0334238742,0.2243602573,0.1909363831,1.8765016261,6.6045085944,0.9468542621,0.6541963627,0.0080057184,0.1420562557,0.2099176768,0.0395061728,0.275862069,0.4942708333,0.0078125,2.9375,2.9296875,0.1947586207,female
0.1436587448,0.090628261,0.1849761678,0.043508103,0.2199428027,0.1764346997,1.5910648945,5.3882975426,0.9504363789,0.6754697168,0.2122020972,0.1436587448,0.1723749959,0.0344827586,0.25,0.7913602941,0.0078125,3.59375,3.5859375,0.3110021786,female
0.165508946,0.0928835369,0.1830439224,0.0700715015,0.2508273749,0.1807558733,1.7050291192,5.7691153664,0.9388294222,0.6015288102,0.2677017365,0.165508946,0.1856069312,0.0622568093,0.2711864407,0.2270220588,0.0078125,0.5546875,0.546875,0.35,female
